PERMNO,VOL,RET,Date,Month,Idiosyncratic Volatility
10001,0,0.04,1988-02-26,1988-02,0.028660445869369076
10001,8700,0.038462,1988-02-29,1988-02,0.029393917660459717
10001,6880,-0.074074,1988-03-01,1988-03,0.03253038592256884
10001,1150,0.06,1988-03-02,1988-03,0.03370526176162322
10001,200,-0.056604,1988-03-03,1988-03,0.03466567160525927
10001,0,0.04,1988-03-04,1988-03,0.03540388843869146
10001,0,-0.002308,1988-03-07,1988-03,0.03537828128584302
10001,0,0.0,1988-03-08,1988-03,0.03531432784509108
10001,1600,0.039216,1988-03-09,1988-03,0.03596387800776596
10001,200,-0.075472,1988-03-10,1988-03,0.03872500406222756
10001,0,0.040816,1988-03-11,1988-03,0.03941309977894479
10001,1300,0.039216,1988-03-14,1988-03,0.039991000394212266
10001,0,-0.037736,1988-03-15,1988-03,0.04004908341943399
10001,0,0.0,1988-03-16,1988-03,0.03936179924090882
10001,585,-0.039216,1988-03-17,1988-03,0.03938076546632625
10001,16950,0.020408,1988-03-18,1988-03,0.03889563505134126
10001,0,0.02,1988-03-21,1988-03,0.03837752860606316
10001,200,-0.039216,1988-03-22,1988-03,0.038404257528419895
10001,1000,0.0,1988-03-23,1988-03,0.038229350925319996
10001,0,0.040816,1988-03-24,1988-03,0.03879728886399863
10001,0,0.0,1988-03-25,1988-03,0.03879728886399863
10001,1101,-0.039216,1988-03-28,1988-03,0.039318603717213366
10001,3700,0.0,1988-03-29,1988-03,0.039144180223033585
10001,0,0.040816,1988-03-30,1988-03,0.0382884245834829
10001,2000,-0.039216,1988-03-31,1988-03,0.03881092517498045
10001,200,0.081633,1988-04-04,1988-04,0.04161990206880888
10001,0,-0.037736,1988-04-05,1988-04,0.04159574003084683
10001,0,0.0,1988-04-06,1988-04,0.040974466708514054
10001,0,0.0,1988-04-07,1988-04,0.040974466708514054
10001,0,0.0,1988-04-08,1988-04,0.04030184725336214
10001,850,-0.039216,1988-04-11,1988-04,0.04032267462765319
10001,100,0.0,1988-04-12,1988-04,0.03964290003874098
10001,650,0.081633,1988-04-13,1988-04,0.040058866250878185
10001,1000,-0.075472,1988-04-14,1988-04,0.04106832101194582
10001,300,0.081633,1988-04-15,1988-04,0.04237525035034039
10001,0,-0.037736,1988-04-18,1988-04,0.04243541821662113
10001,400,0.039216,1988-04-19,1988-04,0.043004333660917715
10001,2400,0.0,1988-04-20,1988-04,0.043004333660917715
10001,500,-0.075472,1988-04-21,1988-04,0.0446634082355964
10001,2450,0.081633,1988-04-22,1988-04,0.044918929570054764
10001,2100,0.0,1988-04-25,1988-04,0.04436714904376057
10001,530,0.0,1988-04-26,1988-04,0.04381398155819224
10001,0,-0.04717,1988-04-27,1988-04,0.044133673058681336
10001,600,-0.029703,1988-04-28,1988-04,0.04447951728719972
10001,0,0.030612,1988-04-29,1988-04,0.04420367295995407
10001,500,0.029703,1988-05-02,1988-05,0.04436983462358337
10001,0,-0.028846,1988-05-03,1988-05,0.044591745385332754
10001,2000,-0.029703,1988-05-04,1988-05,0.04433173881181868
10001,100,0.0,1988-05-05,1988-05,0.04433173881181868
10001,0,0.030612,1988-05-06,1988-05,0.04405351625018992
10001,0,0.0,1988-05-09,1988-05,0.04405351625018992
10001,200,-0.029703,1988-05-10,1988-05,0.04379048658133276
10001,200,0.0,1988-05-11,1988-05,0.04379048658133276
10001,0,0.030612,1988-05-12,1988-05,0.04350861677695211
10001,900,-0.029703,1988-05-13,1988-05,0.043242447506159826
10001,1100,0.061224,1988-05-16,1988-05,0.042073177950945825
10001,250,-0.057692,1988-05-17,1988-05,0.042844563380967565
10001,4750,0.040816,1988-05-18,1988-05,0.04350239543775709
10001,100,0.039216,1988-05-19,1988-05,0.044059759478371575
10001,0,-0.037736,1988-05-20,1988-05,0.04465979823185887
10001,100,0.039216,1988-05-23,1988-05,0.044522372258419034
10001,0,-0.028302,1988-05-24,1988-05,0.04489895033839494
10001,0,0.0,1988-05-25,1988-05,0.042347007601604446
10001,0,0.0,1988-05-26,1988-05,0.03988462831431759
10001,0,0.0,1988-05-27,1988-05,0.0369727021068931
10001,0,0.0,1988-05-31,1988-05,0.03629067178519419
10001,1000,-0.009709,1988-06-01,1988-06,0.03560510824168773
10001,0,0.019608,1988-06-02,1988-06,0.035797280918396235
10001,500,-0.038462,1988-06-03,1988-06,0.03368247296257674
10001,600,0.0,1988-06-06,1988-06,0.03006512918055864
10001,700,0.0176,1988-06-07,1988-06,0.030266523854035454
10001,900,0.0,1988-06-08,1988-06,0.030266523854035454
10001,300,0.0,1988-06-09,1988-06,0.028978675534729444
10001,250,0.08,1988-06-10,1988-06,0.03179998638510878
10001,0,-0.037037,1988-06-13,1988-06,0.03226584186126394
10001,0,0.0,1988-06-14,1988-06,0.03184119046301974
10001,300,0.038462,1988-06-15,1988-06,0.032031537601819586
10001,500,0.0,1988-06-16,1988-06,0.031429293386171175
10001,0,-0.037037,1988-06-17,1988-06,0.03231888592959054
10001,0,0.0,1988-06-20,1988-06,0.031899731489177297
10001,0,0.0,1988-06-21,1988-06,0.031899731489177297
10001,0,0.0,1988-06-22,1988-06,0.03133632091132384
10001,3230,-0.019231,1988-06-23,1988-06,0.03159618832978536
10001,3750,0.058824,1988-06-24,1988-06,0.032859558092693926
10001,3000,-0.055556,1988-06-27,1988-06,0.03407250860245497
10001,0,0.019608,1988-06-28,1988-06,0.03240443604256649
10001,0,0.0,1988-06-29,1988-06,0.030448784904506778
10001,250,-0.038462,1988-06-30,1988-06,0.030494631502580274
10001,1200,0.06,1988-07-01,1988-07,0.03162289424989797
10001,0,-0.018868,1988-07-05,1988-07,0.03100631873615145
10001,1050,0.038462,1988-07-06,1988-07,0.030975140360744394
10001,0,-0.037037,1988-07-07,1988-07,0.03130581721207885
10001,0,0.0,1988-07-08,1988-07,0.03130581721207885
10001,100,-0.038462,1988-07-11,1988-07,0.0321403917603208
10001,300,0.0,1988-07-12,1988-07,0.0321403917603208
10001,0,0.04,1988-07-13,1988-07,0.03295587298367458
10001,0,0.0,1988-07-14,1988-07,0.03289038759790207
10001,0,0.0,1988-07-15,1988-07,0.03271758664876645
10001,107,-0.038462,1988-07-18,1988-07,0.03271758664876645
10001,1000,0.0,1988-07-19,1988-07,0.03271758664876645
10001,300,0.08,1988-07-20,1988-07,0.03565483822054636
10001,0,-0.046296,1988-07-21,1988-07,0.03678102510331346
10001,6200,-0.009709,1988-07-22,1988-07,0.036838533735172894
10001,237,-0.019608,1988-07-25,1988-07,0.033870595666329134
10001,0,0.03,1988-07-26,1988-07,0.03369116231905921
10001,0,0.0,1988-07-27,1988-07,0.03369116231905921
10001,500,-0.029126,1988-07-28,1988-07,0.03330337571788927
10001,0,0.03,1988-07-29,1988-07,0.033813000046401254
10001,0,0.0,1988-08-01,1988-08,0.03312215143008484
10001,3000,0.009709,1988-08-02,1988-08,0.03316750571786832
10001,0,-0.009615,1988-08-03,1988-08,0.0332191807255885
10001,0,0.0,1988-08-04,1988-08,0.0332191807255885
10001,1150,0.029126,1988-08-05,1988-08,0.03341616213915573
10001,0,-0.028302,1988-08-08,1988-08,0.03204898524683308
10001,200,0.029126,1988-08-09,1988-08,0.030790637383210622
10001,0,-0.028302,1988-08-10,1988-08,0.031072890240733054
10001,500,0.029126,1988-08-11,1988-08,0.03152019185789674
10001,0,-0.028302,1988-08-12,1988-08,0.031132549800128338
10001,0,0.0,1988-08-15,1988-08,0.029102478893508817
10001,0,0.0,1988-08-16,1988-08,0.02889613446955766
10001,300,0.029126,1988-08-17,1988-08,0.028516270641210404
10001,100,0.0,1988-08-18,1988-08,0.02765675867946247
10001,0,-0.028302,1988-08-19,1988-08,0.02817002229894375
10001,0,0.0,1988-08-22,1988-08,0.027215544482549103
10001,0,0.0,1988-08-23,1988-08,0.027215544482549103
10001,300,-0.029126,1988-08-24,1988-08,0.02675182283016956
10001,0,0.03,1988-08-25,1988-08,0.027343293143094433
10001,0,0.0,1988-08-26,1988-08,0.027343293143094433
10001,0,0.0,1988-08-29,1988-08,0.026360009386935165
10001,600,0.009709,1988-08-30,1988-08,0.026402842102414982
10001,350,0.019231,1988-08-31,1988-08,0.022176710192187556
10001,200,0.0,1988-09-01,1988-09,0.020412323689970664
10001,0,-0.028302,1988-09-02,1988-09,0.0210266894551586
10001,1125,-0.009709,1988-09-06,1988-09,0.020775800983521577
10001,2533,-0.019608,1988-09-07,1988-09,0.020347018714349005
10001,1500,0.0,1988-09-08,1988-09,0.020347018714349005
10001,0,0.03,1988-09-09,1988-09,0.020370679531067953
10001,300,0.046214,1988-09-12,1988-09,0.021352928095233908
10001,1900,-0.075472,1988-09-13,1988-09,0.025589099853931603
10001,0,0.040816,1988-09-14,1988-09,0.02663791587503641
10001,0,0.0,1988-09-15,1988-09,0.02657292067078554
10001,1125,-0.039216,1988-09-16,1988-09,0.027548507489892973
10001,0,0.040816,1988-09-19,1988-09,0.02806337037133726
10001,0,0.0,1988-09-20,1988-09,0.02756252743163333
10001,0,0.0,1988-09-21,1988-09,0.027030700739956833
10001,1100,0.019608,1988-09-22,1988-09,0.02673765153351329
10001,0,-0.019231,1988-09-23,1988-09,0.026453432869726054
10001,0,0.0,1988-09-26,1988-09,0.02592309715877807
10001,2150,0.039216,1988-09-27,1988-09,0.02686592171994232
10001,0,-0.037736,1988-09-28,1988-09,0.02782234033728431
10001,0,0.0,1988-09-29,1988-09,0.027295832645085318
10001,0,0.0,1988-09-30,1988-09,0.027295832645085318
10001,400,-0.039216,1988-10-03,1988-10,0.027749906687302976
10001,350,0.0,1988-10-04,1988-10,0.027749906687302976
10001,600,0.081633,1988-10-05,1988-10,0.031564514394231975
10001,400,-0.075472,1988-10-06,1988-10,0.03416671628349074
10001,0,0.040816,1988-10-07,1988-10,0.03454434450811597
10001,0,0.0,1988-10-10,1988-10,0.03454434450811597
10001,300,-0.039216,1988-10-11,1988-10,0.03530930867054683
10001,8250,0.061224,1988-10-12,1988-10,0.03703365125116754
10001,865,0.019231,1988-10-13,1988-10,0.03703365125116754
10001,100,0.0,1988-10-14,1988-10,0.03703365125116754
10001,1500,0.0,1988-10-17,1988-10,0.03661395679867408
10001,1150,0.0,1988-10-18,1988-10,0.03654830976108134
10001,4800,-0.075472,1988-10-19,1988-10,0.03905002267591729
10001,700,0.0,1988-10-20,1988-10,0.03905002267591729
10001,0,0.040816,1988-10-21,1988-10,0.039379190832025186
10001,600,0.039216,1988-10-24,1988-10,0.03912188066620672
10001,300,0.0,1988-10-25,1988-10,0.03638241618803388
10001,370,0.0,1988-10-26,1988-10,0.03568611183222821
10001,100,0.0,1988-10-27,1988-10,0.03568611183222821
10001,150,-0.075472,1988-10-28,1988-10,0.037684527231398604
10001,300,0.081633,1988-10-31,1988-10,0.03985731331724411
10001,1000,0.0,1988-11-01,1988-11,0.03985731331724411
10001,400,0.0,1988-11-02,1988-11,0.03985731331724411
10001,700,0.0,1988-11-03,1988-11,0.039720038645499826
10001,1800,0.0,1988-11-04,1988-11,0.0395303441801213
10001,700,0.0,1988-11-07,1988-11,0.0395303441801213
10001,0,-0.037736,1988-11-08,1988-11,0.03953151886915424
10001,2300,0.039216,1988-11-09,1988-11,0.0395303441801213
10001,0,-0.037736,1988-11-10,1988-11,0.0401923390599402
10001,500,-0.039216,1988-11-11,1988-11,0.04085098143883561
10001,1000,0.081633,1988-11-14,1988-11,0.042815326519377604
10001,800,0.0,1988-11-15,1988-11,0.042815326519377604
10001,1450,-0.075472,1988-11-16,1988-11,0.042536604187114704
10001,0,0.040816,1988-11-17,1988-11,0.040850384690840486
10001,100,0.039216,1988-11-18,1988-11,0.04079916499270908
10001,310,-0.075472,1988-11-21,1988-11,0.043189285380618475
10001,200,0.0,1988-11-22,1988-11,0.042563704692826734
10001,700,0.081633,1988-11-23,1988-11,0.04370912087151741
10001,1240,-0.056604,1988-11-25,1988-11,0.044830481656207816
10001,0,0.02,1988-11-28,1988-11,0.044993763992038534
10001,1500,0.039216,1988-11-29,1988-11,0.045568776690188086
10001,253,0.0,1988-11-30,1988-11,0.045568776690188086
10001,175,0.0,1988-12-01,1988-12,0.04322394486724003
10001,0,-0.037736,1988-12-02,1988-12,0.0438741900544031
10001,100,0.056471,1988-12-05,1988-12,0.044437997303281296
10001,1000,-0.075472,1988-12-06,1988-12,0.0460981922017693
10001,1600,0.0,1988-12-07,1988-12,0.0460981922017693
10001,300,0.081633,1988-12-08,1988-12,0.04850781166986251
10001,620,0.0,1988-12-09,1988-12,0.04850781166986251
10001,2000,-0.075472,1988-12-12,1988-12,0.04850781166986251
10001,450,0.061224,1988-12-13,1988-12,0.04748014210385535
10001,0,-0.028846,1988-12-14,1988-12,0.047792249167008014
10001,850,0.009901,1988-12-15,1988-12,0.047826114647993176
10001,1350,0.019608,1988-12-16,1988-12,0.04795464854104763
10001,200,0.0,1988-12-19,1988-12,0.04795464854104763
10001,500,0.0,1988-12-20,1988-12,0.04795464854104763
10001,0,-0.028846,1988-12-21,1988-12,0.04773381498735593
10001,0,0.0,1988-12-22,1988-12,0.0471942488098178
10001,475,0.029703,1988-12-23,1988-12,0.04693947858233631
10001,0,-0.028846,1988-12-27,1988-12,0.04666083913592817
10001,0,0.0,1988-12-28,1988-12,0.04420944042790268
10001,600,0.029703,1988-12-29,1988-12,0.044543371774887694
10001,550,-0.019231,1988-12-30,1988-12,0.04234863267438106
10001,0,-0.009804,1989-01-03,1989-01,0.04178446247729043
10001,2400,-0.009901,1989-01-04,1989-01,0.041196221435310376
10001,2050,0.04,1989-01-05,1989-01,0.0393078826677384
10001,700,-0.057692,1989-01-06,1989-01,0.04085458085650762
10001,200,0.061224,1989-01-09,1989-01,0.039623073772986614
10001,5750,0.0,1989-01-10,1989-01,0.03812071877120542
10001,500,-0.038462,1989-01-11,1989-01,0.03868856867233256
10001,110,0.0,1989-01-12,1989-01,0.03799556998692129
10001,500,0.04,1989-01-13,1989-01,0.03871579891668866
10001,100,0.0,1989-01-16,1989-01,0.03871579891668866
10001,1000,-0.038462,1989-01-17,1989-01,0.03874083160117467
10001,500,0.04,1989-01-18,1989-01,0.03803216998315486
10001,0,-0.019231,1989-01-19,1989-01,0.035480907885353845
10001,500,-0.019608,1989-01-20,1989-01,0.035697817350210145
10001,200,0.04,1989-01-23,1989-01,0.033187600963605964
10001,994,-0.038462,1989-01-24,1989-01,0.03391841816449594
10001,130,0.0,1989-01-25,1989-01,0.030898180556410613
10001,1100,0.04,1989-01-26,1989-01,0.02969436493382183
10001,0,-0.019231,1989-01-27,1989-01,0.029418145072308714
10001,5900,0.0,1989-01-30,1989-01,0.02936738405172273
10001,2525,0.019608,1989-01-31,1989-01,0.02936738405172273
10001,200,0.0,1989-02-01,1989-02,0.02936738405172273
10001,2300,0.0,1989-02-02,1989-02,0.02936738405172273
10001,4500,0.0,1989-02-03,1989-02,0.028843848786578183
10001,5700,0.0,1989-02-06,1989-02,0.028843848786578183
10001,1800,-0.038462,1989-02-07,1989-02,0.029217940336296835
10001,5400,0.02,1989-02-08,1989-02,0.028966560654852754
10001,2000,0.0,1989-02-09,1989-02,0.028966560654852754
10001,0,0.0,1989-02-10,1989-02,0.028445139526310354
10001,1200,-0.019608,1989-02-13,1989-02,0.02845389289425843
10001,1070,0.04,1989-02-14,1989-02,0.029318207350621257
10001,700,0.0,1989-02-15,1989-02,0.02924234669310142
10001,3360,0.0,1989-02-16,1989-02,0.02833459829976763
10001,4272,-0.019231,1989-02-17,1989-02,0.026421654850524206
10001,2800,0.019608,1989-02-21,1989-02,0.02418485231180206
10001,4000,0.0,1989-02-22,1989-02,0.02418485231180206
10001,0,0.019231,1989-02-23,1989-02,0.023274469409016903
10001,1000,-0.018868,1989-02-24,1989-02,0.023588916134392474
10001,300,0.038462,1989-02-27,1989-02,0.023504047156611755
10001,1100,0.0,1989-02-28,1989-02,0.023504047156611755
10001,1300,0.0,1989-03-01,1989-03,0.02226395851491873
10001,400,-0.055556,1989-03-02,1989-03,0.02355724825996467
10001,450,0.058824,1989-03-03,1989-03,0.02562311129817864
10001,1000,0.0,1989-03-06,1989-03,0.025295005846300313
10001,3800,0.0,1989-03-07,1989-03,0.024305613302398818
10001,300,0.0,1989-03-08,1989-03,0.0231074910787643
10001,2600,0.0,1989-03-09,1989-03,0.0231074910787643
10001,150,0.018519,1989-03-10,1989-03,0.022232088287805554
10001,1200,-0.037091,1989-03-13,1989-03,0.023047439414560035
10001,850,0.0,1989-03-14,1989-03,0.023047439414560035
10001,100,0.057692,1989-03-15,1989-03,0.02504102654335135
10001,1600,0.0,1989-03-16,1989-03,0.02504102654335135
10001,400,-0.036364,1989-03-17,1989-03,0.02604060127720096
10001,1600,0.0,1989-03-20,1989-03,0.02604060127720096
10001,4500,0.0,1989-03-21,1989-03,0.02604060127720096
10001,1720,0.056604,1989-03-22,1989-03,0.0267748262313603
10001,900,-0.035714,1989-03-23,1989-03,0.027599425390820147
10001,500,0.037037,1989-03-27,1989-03,0.028285816545769348
10001,200,0.0,1989-03-28,1989-03,0.028285816545769348
10001,0,-0.017857,1989-03-29,1989-03,0.028236934651858597
10001,0,0.0,1989-03-30,1989-03,0.027419599842901193
10001,500,-0.018182,1989-03-31,1989-03,0.027684275977446146
10001,0,0.018519,1989-04-03,1989-04,0.027838708844270983
10001,1650,0.018182,1989-04-04,1989-04,0.027652603403948994
10001,300,0.0,1989-04-05,1989-04,0.027504785824230316
10001,1800,0.0,1989-04-06,1989-04,0.027504785824230316
10001,350,-0.035714,1989-04-07,1989-04,0.028237175371195994
10001,1550,0.037037,1989-04-10,1989-04,0.028679939932767046
10001,1800,-0.035714,1989-04-11,1989-04,0.028757395733127914
10001,500,0.0,1989-04-12,1989-04,0.028757395733127914
10001,1300,0.0,1989-04-13,1989-04,0.028757395733127914
10001,3600,0.074074,1989-04-14,1989-04,0.029689093003184244
10001,3000,0.0,1989-04-17,1989-04,0.027924217387977658
10001,1980,-0.051724,1989-04-18,1989-04,0.029680865874921115
10001,660,0.0,1989-04-19,1989-04,0.029680865874921115
10001,500,0.054545,1989-04-20,1989-04,0.031208066772687237
10001,500,0.0,1989-04-21,1989-04,0.031208066772687237
10001,700,0.0,1989-04-24,1989-04,0.031082862755181843
10001,1800,0.034483,1989-04-25,1989-04,0.030655819881423792
10001,800,0.0,1989-04-26,1989-04,0.030655819881423792
10001,500,0.0,1989-04-27,1989-04,0.029017094108097045
10001,7750,-0.033333,1989-04-28,1989-04,0.029776339984304973
10001,4970,-0.017241,1989-05-01,1989-05,0.02911985770451212
10001,2600,0.017544,1989-05-02,1989-05,0.029236922295924558
10001,28037,0.034483,1989-05-03,1989-05,0.029770868040676978
10001,6450,-0.033333,1989-05-04,1989-05,0.02886465763540588
10001,0,0.017241,1989-05-05,1989-05,0.02811547786926697
10001,2850,0.016949,1989-05-08,1989-05,0.027518009167853488
10001,1300,-0.033333,1989-05-09,1989-05,0.02829141548292672
10001,5833,-0.017241,1989-05-10,1989-05,0.028277061326042727
10001,300,0.0,1989-05-11,1989-05,0.028277061326042727
10001,1000,0.017544,1989-05-12,1989-05,0.028168408437528873
10001,300,0.034483,1989-05-15,1989-05,0.028623384856024482
10001,900,-0.016667,1989-05-16,1989-05,0.028705528772226145
10001,0,-0.025424,1989-05-17,1989-05,0.02914273096625064
10001,1300,-0.026087,1989-05-18,1989-05,0.029568590403976996
10001,200,0.035714,1989-05-19,1989-05,0.02943421251326187
10001,0,-0.017241,1989-05-22,1989-05,0.028920866621409063
10001,3200,-0.017544,1989-05-23,1989-05,0.02830948006514108
10001,200,0.035714,1989-05-24,1989-05,0.02898294325708964
10001,200,-0.017241,1989-05-25,1989-05,0.029210153767298026
10001,0,0.0,1989-05-26,1989-05,0.02586545520704818
10001,3150,-0.017544,1989-05-30,1989-05,0.026057064153948505
10001,100,0.0,1989-05-31,1989-05,0.024220734211775473
10001,2600,0.035714,1989-06-01,1989-06,0.02503970832027337
10001,0,-0.017241,1989-06-02,1989-06,0.023216035144409054
10001,800,-0.017544,1989-06-05,1989-06,0.023427693031204913
10001,350,0.035714,1989-06-06,1989-06,0.024363943913062392
10001,700,-0.034483,1989-06-07,1989-06,0.024279482941553653
10001,700,0.035714,1989-06-08,1989-06,0.02523823055533742
10001,1665,-0.034483,1989-06-09,1989-06,0.02597397810462059
10001,500,0.052857,1989-06-12,1989-06,0.027126711701784344
10001,800,-0.034483,1989-06-13,1989-06,0.02770091184100242
10001,0,0.017857,1989-06-14,1989-06,0.0277076785806315
10001,0,0.0,1989-06-15,1989-06,0.026947101422951782
10001,0,0.0,1989-06-16,1989-06,0.02623784566309188
10001,1520,-0.017544,1989-06-19,1989-06,0.026231898132029922
10001,200,0.035714,1989-06-20,1989-06,0.026886781418389023
10001,200,-0.034483,1989-06-21,1989-06,0.026936370321086544
10001,1500,0.0,1989-06-22,1989-06,0.026745135985411634
10001,4450,0.035714,1989-06-23,1989-06,0.027515057722059665
10001,0,-0.017241,1989-06-26,1989-06,0.027548158114472903
10001,1450,-0.017544,1989-06-27,1989-06,0.026955334089145893
10001,1000,0.0,1989-06-28,1989-06,0.026801197370425543
10001,0,0.017857,1989-06-29,1989-06,0.026596736155392067
10001,1600,-0.017544,1989-06-30,1989-06,0.02634574962271444
10001,1400,0.017857,1989-07-03,1989-07,0.025726043276902432
10001,0,0.0,1989-07-05,1989-07,0.025512714629597213
10001,200,-0.017544,1989-07-06,1989-07,0.025512714629597213
10001,2200,0.035714,1989-07-07,1989-07,0.025512714629597213
10001,700,-0.017241,1989-07-10,1989-07,0.025512714629597213
10001,1000,0.0,1989-07-11,1989-07,0.025512714629597213
10001,220,-0.017544,1989-07-12,1989-07,0.025512714629597213
10001,1000,0.0,1989-07-13,1989-07,0.025512714629597213
10001,5000,0.071429,1989-07-14,1989-07,0.027915352363558094
10001,0,-0.033333,1989-07-17,1989-07,0.02844833845912722
10001,200,0.034483,1989-07-18,1989-07,0.028829741219489953
10001,0,-0.033333,1989-07-19,1989-07,0.028904534500165606
10001,500,-0.034483,1989-07-20,1989-07,0.028904534500165606
10001,475,0.071429,1989-07-21,1989-07,0.031042337044844846
10001,0,-0.033333,1989-07-24,1989-07,0.030996232433439644
10001,0,0.017241,1989-07-25,1989-07,0.02964054094750835
10001,3000,-0.016949,1989-07-26,1989-07,0.029084643777920083
10001,1600,0.0,1989-07-27,1989-07,0.028922155988219414
10001,200,0.034483,1989-07-28,1989-07,0.02956015264890282
10001,800,-0.033333,1989-07-31,1989-07,0.03026100038109063
10001,6500,0.0,1989-08-01,1989-08,0.030058806994168002
10001,9200,0.051724,1989-08-02,1989-08,0.03081788204519778
10001,600,0.016393,1989-08-03,1989-08,0.030125443987494654
10001,5000,0.0,1989-08-04,1989-08,0.030125443987494654
10001,750,-0.032258,1989-08-07,1989-08,0.030200756905716133
10001,630,0.033333,1989-08-08,1989-08,0.030524628712739067
10001,400,0.0,1989-08-09,1989-08,0.03027958424409757
10001,700,0.0,1989-08-10,1989-08,0.03027958424409757
10001,1115,-0.032258,1989-08-11,1989-08,0.03085623382686488
10001,0,0.016667,1989-08-14,1989-08,0.030734680414240795
10001,0,0.0,1989-08-15,1989-08,0.030615819058108673
10001,1900,0.016393,1989-08-16,1989-08,0.030711931768703783
10001,900,-0.016129,1989-08-17,1989-08,0.030679956008694043
10001,2400,-0.016393,1989-08-18,1989-08,0.030253813402192988
10001,1425,0.033333,1989-08-21,1989-08,0.03057701297620691
10001,119,0.0,1989-08-22,1989-08,0.03057701297620691
10001,500,0.0,1989-08-23,1989-08,0.03033235314465321
10001,1219,0.0,1989-08-24,1989-08,0.03033235314465321
10001,600,0.0,1989-08-25,1989-08,0.02751642315913195
10001,500,0.0,1989-08-28,1989-08,0.02672482285738523
10001,14150,0.064516,1989-08-29,1989-08,0.028467313412415457
10001,26881,0.060606,1989-08-30,1989-08,0.029418929936234982
10001,8116,0.057143,1989-08-31,1989-08,0.029750370789459822
10001,3050,-0.027027,1989-09-01,1989-09,0.02809668676495176
10001,2025,-0.027778,1989-09-05,1989-09,0.02784246895308402
10001,990,0.057143,1989-09-06,1989-09,0.029281416988611034
10001,8553,0.0,1989-09-07,1989-09,0.028945283474923467
10001,1450,0.0,1989-09-08,1989-09,0.028945283474923467
10001,2400,-0.013514,1989-09-11,1989-09,0.028788616298428802
10001,996,0.027778,1989-09-12,1989-09,0.027990823777079867
10001,7795,-0.027027,1989-09-13,1989-09,0.028715672382003773
10001,6800,0.0,1989-09-14,1989-09,0.02753384048701465
10001,3700,0.0,1989-09-15,1989-09,0.027490576349748993
10001,100,0.027778,1989-09-18,1989-09,0.027754413116293498
10001,1600,-0.054054,1989-09-19,1989-09,0.02906491006291808
10001,3250,0.057143,1989-09-20,1989-09,0.03014168137581112
10001,1045,-0.027027,1989-09-21,1989-09,0.030750027535376877
10001,3750,-0.013889,1989-09-22,1989-09,0.030946002630165437
10001,200,0.0,1989-09-25,1989-09,0.03014066277322373
10001,0,0.021127,1989-09-26,1989-09,0.030203361523276618
10001,100,-0.02069,1989-09-27,1989-09,0.030594618759348585
10001,300,0.0,1989-09-28,1989-09,0.030548603069233928
10001,1625,0.0,1989-09-29,1989-09,0.030296904817367777
10001,2800,0.042254,1989-10-02,1989-10,0.030693524423288175
10001,1500,-0.040541,1989-10-03,1989-10,0.031536774021220314
10001,1000,0.0,1989-10-04,1989-10,0.031536774021220314
10001,5625,-0.028169,1989-10-05,1989-10,0.03211906106749496
10001,1000,0.0,1989-10-06,1989-10,0.03211906106749496
10001,1500,0.028986,1989-10-09,1989-10,0.032412856400884614
10001,800,-0.028169,1989-10-10,1989-10,0.03298048110885079
10001,2300,0.0,1989-10-11,1989-10,0.030978341834348496
10001,141907,0.101449,1989-10-12,1989-10,0.034339599336659386
10001,17550,0.0,1989-10-13,1989-10,0.03282819705296462
10001,3400,-0.026316,1989-10-16,1989-10,0.032806873631540404
10001,4550,0.0,1989-10-17,1989-10,0.03232939255691096
10001,7900,0.0,1989-10-18,1989-10,0.030657918725592846
10001,10750,0.027027,1989-10-19,1989-10,0.031025339214276425
10001,0,-0.026316,1989-10-20,1989-10,0.0314472846975788
10001,800,0.027027,1989-10-23,1989-10,0.031675535778592896
10001,3000,-0.039474,1989-10-24,1989-10,0.03218438520532631
10001,4100,-0.013699,1989-10-25,1989-10,0.03188854150348585
10001,4500,0.0,1989-10-26,1989-10,0.03188854150348585
10001,4300,0.055556,1989-10-27,1989-10,0.03343525513553262
10001,3550,0.0,1989-10-30,1989-10,0.03308915368468896
10001,2200,0.0,1989-10-31,1989-10,0.03139321211075786
10001,200,-0.026316,1989-11-01,1989-11,0.030121133845871718
10001,2000,0.0,1989-11-02,1989-11,0.029672518338184312
10001,2100,0.027027,1989-11-03,1989-11,0.029888499945458193
10001,0,-0.013158,1989-11-06,1989-11,0.030025596901528912
10001,2000,0.013333,1989-11-07,1989-11,0.029890073918241323
10001,3400,0.026316,1989-11-08,1989-11,0.02989201885371033
10001,1965,0.0,1989-11-09,1989-11,0.02989201885371033
10001,2800,-0.038462,1989-11-10,1989-11,0.03085916762543154
10001,200,0.04,1989-11-13,1989-11,0.03076107043839813
10001,700,0.0,1989-11-14,1989-11,0.029690384120734794
10001,1000,-0.038462,1989-11-15,1989-11,0.030663640869966795
10001,500,0.013333,1989-11-16,1989-11,0.0301751949442988
10001,0,0.006579,1989-11-17,1989-11,0.03017161445680168
10001,2300,-0.019608,1989-11-20,1989-11,0.0300813123861761
10001,4000,0.04,1989-11-21,1989-11,0.030277887039352913
10001,500,0.0,1989-11-22,1989-11,0.030277887039352913
10001,2400,-0.025641,1989-11-24,1989-11,0.02460993750042271
10001,1900,0.039474,1989-11-27,1989-11,0.02562801706556016
10001,500,0.0,1989-11-28,1989-11,0.025083893089656802
10001,3800,0.012658,1989-11-29,1989-11,0.025147039840510633
